30, 0.27386012959643097, 0.030711582937610282 
40, 0.3281187990092099, 0.08192877328151282 
50, 0.6226406299180272, 0.11435909980430514 
60, 0.9052454394920151, 0.1800904574877178 
70, 1.0608817552310708, 0.24667755190015495 
80, 1.5138260711890847, 0.4605937726656908 
90, 2.1347171663952498, 0.5288187839557708 
100, 3.066729503373338, 0.6568162146073071 
110, 4.124671988969929, 1.0996811407770295 
120, 5.85280601248067, 1.029121563368136 
130, 7.981040791400375, 2.863399443022729 
140, 10.955183087460483, 3.520247731720332 
150, 13.942924370150408, 3.639054866366507 
160, 17.70505094220846, 4.687807911266816 
170, 21.574879315889604, 6.911864248764914 
180, 45.91277130403847, 8.155517855432265 
190, 44.97182098723192, 9.089174096451472 
200, 32.249018532837, 11.500133428215577 
210, 62.495727731172906, 11.907869955387127 
220, 114.35828512241187, 18.976313070491187 
230, 115.76084403610093, 29.43548531947522 
240, 123.16379126010975, 25.239451473184317 
250, 172.0254142261847, 36.72997678691172 
260, 200.77089306241714, 41.193943898566886 
270, 269.7763623362939, 28.727184630437932 
280, 299.8372847187061, 45.23229210857653 
290, 350.7242278269673, 52.9039599099533 
300, 368.26813554596083, 49.56458866475987 
310, 445.6379267136972, 63.816313823163 
320, 530.669732236941, 63.517809673203374 
